epoch_ms,uptime_ms,frame_start_uptime_ms,frame_end_uptime_ms,frame_dt_ms,trial_id,section_id,session_id,trial_number,division_tag,device_family,device_family_code,device_name,parsed_load_family,parsed_load_type,load_type,label_arc,abs_irms_zscore_vs_baseline,delta_irms_abs,halfcycle_asymmetry,suspicious_run_energy,delta_hf_energy,delta_flux,midband_residual_ratio,zcv,spectral_flux_midhf,peak_fluct_cv,residual_crest_factor,thd_i,hf_energy_delta,edge_spike_ratio,ctx_family_resistive_linear,ctx_family_inductive_motor,ctx_family_rectifier_smps,ctx_family_phase_angle_controlled,ctx_family_brush_universal_motor,ctx_family_other_mixed,context_family_confidence,rf_train_row,sample_weight,label_trust,clean_reason,clean_quality,source_kind,source_priority,trusted_normal_session,context_family_code_runtime,context_runtime_source,context_augmented,section_prior,notes,_source_file,_source_folder,feature_compute_end_uptime_ms,log_enqueue_uptime_ms,compute_time_ms,timing_skew_ms,v_rms,i_rms,temp_c,model_pred,feat_valid,current_valid,sampling_quality_bad,invalid_loaded_flag,invalid_off_flag,relay_blank_active,turnon_blank_active,transient_blank_active,suspicious_run_len,invalid_loaded_run_len,restrike_count_short,context_family_code_provisional,context_family_confidence_provisional,context_acquiring,context_latched,adc_fs_hz,feature_space_version,cycle_nmse,fs_err_hz,v_sag_pct,queue_drop_count,fault_state,arc_counter,auto_capture,section_key,arc_like_score,normal_like_score,transport_glitch_flag,hard_negative,transition_normal,conflict_scope,_feature_sig,_conflict_sig,label_conflict,conflict_policy
1775805301100,109100,109100,109106,96.00161776709767,scaffold__resistive_linear__electric_kettle__trial_01,scaffold__resistive_linear__electric_kettle__trial_01__steady,scaffold__resistive_linear__electric_kettle__trial_01__steady__sess,1,steady,resistive_linear,0,electric_kettle,resistive_linear,electric_kettle,electric_kettle,0,0.155894,0.042624,8.5,6.0,1.321477,1.909465,-62.975293,0.33,36.791445,0.137511,9.0,68.27,10.324433,-6.2,0.88,0.014,0.0395,0.0216,0.0364,0.0084,0.9156,1,0.18,0.38,scaffold_context_seed,synthetic_context,scaffold_arc,0.18,0,0,scaffold_family,1,steady_hint,heater_wet_filament_step,scaffold/resistive_linear/electric_kettle__steady.csv,scaffold/resistive_linear,109108,109110,5.271716764038579,-0.6526978942704986,227.426,6.181868,29.073,0,1,1,0,0,0,0,0,0,2878,0,0,0,0.8656,0,1,27588.142,5,0.112389,509.136,0.063033,0,0,2,0,electric_kettle::steady,0.2028,1.1697,0,0,0,,,,0,none
1775805301200,109200,109200,109206,99.94643185147784,scaffold__resistive_linear__electric_kettle__trial_01,scaffold__resistive_linear__electric_kettle__trial_01__steady,scaffold__resistive_linear__electric_kettle__trial_01__steady__sess,1,steady,resistive_linear,0,electric_kettle,resistive_linear,electric_kettle,electric_kettle,0,0.210675,0.028137,8.5,6.0,1.342552,2.265247,-61.306338,0.33,36.996468,0.16378,9.0,67.9907,10.37524,-6.2,0.88,0.0259,0.0192,0.0155,0.0323,0.0271,0.8828,1,0.18,0.38,scaffold_context_seed,synthetic_context,scaffold_arc,0.18,0,0,scaffold_family,1,steady_hint,heater_wet_filament_step,scaffold/resistive_linear/electric_kettle__steady.csv,scaffold/resistive_linear,109208,109210,6.804391271572161,4.72326109661218,228.419,5.888776,27.952,0,1,1,0,0,0,0,0,0,1343,0,0,0,0.8328,0,1,26712.536,5,0.272207,499.104,0.018034,0,0,3,0,electric_kettle::steady,0.2133,1.1638,0,0,0,,,,0,none
1775805301300,109300,109300,109306,101.83296381019146,scaffold__resistive_linear__electric_kettle__trial_01,scaffold__resistive_linear__electric_kettle__trial_01__steady,scaffold__resistive_linear__electric_kettle__trial_01__steady__sess,1,steady,resistive_linear,0,electric_kettle,resistive_linear,electric_kettle,electric_kettle,0,0.053047,0.040804,8.5,6.0,1.718757,2.680375,-61.527985,0.33,37.860866,0.064905,9.0,64.0757,9.974413,-6.2,0.88,0.0221,0.0303,0.0329,0.0259,0.0087,0.8902,1,0.18,0.38,scaffold_context_seed,synthetic_context,scaffold_arc,0.18,0,0,scaffold_family,1,steady_hint,heater_wet_filament_step,scaffold/resistive_linear/electric_kettle__steady.csv,scaffold/resistive_linear,109308,109310,5.6113468865296365,-1.6477918628653818,228.422,5.970731,28.553,0,1,1,0,0,0,0,0,0,1815,0,0,0,0.8402,0,1,26963.079,5,0.147214,464.024,0.062397,0,0,3,0,electric_kettle::steady,0.1916,1.1844,0,0,0,,,,0,none
1775805301400,109400,109400,109406,104.30190066460885,scaffold__resistive_linear__electric_kettle__trial_01,scaffold__resistive_linear__electric_kettle__trial_01__steady,scaffold__resistive_linear__electric_kettle__trial_01__steady__sess,1,steady,resistive_linear,0,electric_kettle,resistive_linear,electric_kettle,electric_kettle,0,0.072523,0.02118,8.5,6.0,1.536233,2.622468,-63.985739,0.33,35.25536,0.024307,9.0,68.0727,9.894496,-6.2,0.88,0.0263,0.0224,0.0433,0.0099,0.0181,0.9268,1,0.18,0.38,scaffold_context_seed,synthetic_context,scaffold_arc,0.18,0,0,scaffold_family,1,steady_hint,heater_wet_filament_step,scaffold/resistive_linear/electric_kettle__steady.csv,scaffold/resistive_linear,109408,109410,5.358967307013078,4.328489817912842,229.664,5.915508,28.154,0,1,1,0,0,0,0,0,0,2998,0,0,0,0.8768,0,1,26989.175,5,0.197946,522.744,0.041116,0,0,1,0,electric_kettle::steady,0.1894,1.1853,0,0,0,,,,0,none
1775805301500,109500,109500,109506,94.07465873498244,scaffold__resistive_linear__electric_kettle__trial_01,scaffold__resistive_linear__electric_kettle__trial_01__steady,scaffold__resistive_linear__electric_kettle__trial_01__steady__sess,1,steady,resistive_linear,0,electric_kettle,resistive_linear,electric_kettle,electric_kettle,0,0.157066,0.021115,8.5,6.0,1.468201,2.126331,-61.219184,0.33,37.175894,0.126066,9.0,60.2561,9.987432,-6.2,0.88,0.003,0.0311,0.0349,0.0315,0.0195,0.8455,1,0.18,0.38,scaffold_context_seed,synthetic_context,scaffold_arc,0.18,0,0,scaffold_family,1,steady_hint,heater_wet_filament_step,scaffold/resistive_linear/electric_kettle__steady.csv,scaffold/resistive_linear,109508,109510,5.090002913352601,-3.988728977278376,228.869,5.844974,27.697,0,1,1,0,0,0,0,0,0,2331,0,0,0,0.7955,0,1,27241.371,5,0.241471,478.268,0.070651,0,0,0,0,electric_kettle::steady,0.201,1.1721,0,0,0,,,,0,none
1775805301600,109600,109600,109606,100.51521285581431,scaffold__resistive_linear__electric_kettle__trial_01,scaffold__resistive_linear__electric_kettle__trial_01__steady,scaffold__resistive_linear__electric_kettle__trial_01__steady__sess,1,steady,resistive_linear,0,electric_kettle,resistive_linear,electric_kettle,electric_kettle,0,0.084801,0.067236,8.5,6.0,1.48138,2.408716,-60.272537,0.33,34.592647,0.300638,9.0,65.1155,9.799621,-6.2,0.88,0.0122,0.0282,0.057,0.0034,0.0192,0.9594,1,0.18,0.38,scaffold_context_seed,synthetic_context,scaffold_arc,0.18,0,0,scaffold_family,1,steady_hint,heater_wet_filament_step,scaffold/resistive_linear/electric_kettle__steady.csv,scaffold/resistive_linear,109608,109610,6.2277702084587485,-0.4740657637477853,226.46,5.757515,28.488,0,1,1,0,0,0,0,0,0,2381,0,1,0,0.9094,0,1,27538.285,5,0.22404,487.037,0.036592,0,0,1,0,electric_kettle::steady,0.2058,1.1709,0,0,0,,,,0,none
1775805301700,109700,109700,109706,93.48385007734755,scaffold__resistive_linear__electric_kettle__trial_01,scaffold__resistive_linear__electric_kettle__trial_01__steady,scaffold__resistive_linear__electric_kettle__trial_01__steady__sess,1,steady,resistive_linear,0,electric_kettle,resistive_linear,electric_kettle,electric_kettle,0,0.100492,0.054425,8.5,6.0,1.27422,2.829773,-61.930942,0.33,35.372351,0.250678,9.0,67.3079,9.925034,-6.2,0.88,0.0348,0.0144,0.0229,0.0424,0.0054,0.9539,1,0.18,0.38,scaffold_context_seed,synthetic_context,scaffold_arc,0.18,0,0,scaffold_family,1,steady_hint,heater_wet_filament_step,scaffold/resistive_linear/electric_kettle__steady.csv,scaffold/resistive_linear,109708,109710,5.675707086875543,-1.2652865452085709,228.834,5.62573,27.93,0,1,1,0,0,0,0,0,0,3068,0,0,0,0.9039,0,1,26696.924,5,0.197147,565.917,0.056139,0,0,2,0,electric_kettle::steady,0.2087,1.1718,0,0,0,,,,0,none
1775805301800,109800,109800,109806,102.10296547984464,scaffold__resistive_linear__electric_kettle__trial_01,scaffold__resistive_linear__electric_kettle__trial_01__steady,scaffold__resistive_linear__electric_kettle__trial_01__steady__sess,1,steady,resistive_linear,0,electric_kettle,resistive_linear,electric_kettle,electric_kettle,0,0.057404,0.038132,8.5,6.0,1.098771,2.700953,-59.988969,0.33,35.514453,0.158036,9.0,64.9444,9.596487,-6.2,0.88,0.0256,0.0209,0.0268,0.016,0.0306,0.9771,1,0.18,0.38,scaffold_context_seed,synthetic_context,scaffold_arc,0.18,0,0,scaffold_family,1,steady_hint,heater_wet_filament_step,scaffold/resistive_linear/electric_kettle__steady.csv,scaffold/resistive_linear,109808,109810,6.131718016857547,-0.98328475281702,230.858,6.140545,27.75,0,1,1,0,0,0,0,0,0,2151,0,0,0,0.9271,0,1,26509.163,5,0.277579,511.634,0.034928,0,0,1,0,electric_kettle::steady,0.1948,1.1814,0,0,0,,,,0,none
1775805301900,109900,109900,109906,105.47817617072201,scaffold__resistive_linear__electric_kettle__trial_01,scaffold__resistive_linear__electric_kettle__trial_01__steady,scaffold__resistive_linear__electric_kettle__trial_01__steady__sess,1,steady,resistive_linear,0,electric_kettle,resistive_linear,electric_kettle,electric_kettle,0,0.109433,0.025304,8.5,6.0,1.58582,2.460099,-63.81601,0.33,38.970609,0.142056,9.0,67.6523,11.390627,-6.2,0.88,0.0273,0.0032,0.0328,0.0478,0.0089,0.9041,1,0.18,0.38,scaffold_context_seed,synthetic_context,scaffold_arc,0.18,0,0,scaffold_family,1,steady_hint,heater_wet_filament_step,scaffold/resistive_linear/electric_kettle__steady.csv,scaffold/resistive_linear,109908,109910,5.222849624477291,-1.2258585907371522,227.452,6.029069,27.79,0,1,1,0,0,0,0,0,0,2318,0,1,0,0.8541,0,1,26730.439,5,0.179062,518.527,0.069145,0,0,2,0,electric_kettle::steady,0.1979,1.1769,0,0,0,,,,0,none
1775805302000,110000,110000,110006,101.44182922581916,scaffold__resistive_linear__electric_kettle__trial_01,scaffold__resistive_linear__electric_kettle__trial_01__steady,scaffold__resistive_linear__electric_kettle__trial_01__steady__sess,1,steady,resistive_linear,0,electric_kettle,resistive_linear,electric_kettle,electric_kettle,0,0.095545,0.049434,8.5,6.0,1.461253,2.738879,-63.331346,0.33,38.870391,0.130568,9.0,64.4749,9.311135,-6.2,0.88,0.0192,0.0087,0.0218,0.0243,0.0461,0.8901,1,0.18,0.38,scaffold_context_seed,synthetic_context,scaffold_arc,0.18,0,0,scaffold_family,1,steady_hint,heater_wet_filament_step,scaffold/resistive_linear/electric_kettle__steady.csv,scaffold/resistive_linear,110008,110010,6.74251139988958,2.106993753122995,228.118,6.112703,27.624,0,1,1,0,0,0,0,0,0,2532,0,0,0,0.8401,0,1,26299.904,5,0.208026,533.09,0.057909,0,0,3,0,electric_kettle::steady,0.2025,1.1765,0,0,0,,,,0,none
1775805302100,110100,110100,110106,100.50742414219097,scaffold__resistive_linear__electric_kettle__trial_01,scaffold__resistive_linear__electric_kettle__trial_01__steady,scaffold__resistive_linear__electric_kettle__trial_01__steady__sess,1,steady,resistive_linear,0,electric_kettle,resistive_linear,electric_kettle,electric_kettle,0,0.19331,0.057706,8.5,6.0,1.176435,2.468194,-68.002661,0.33,37.288501,0.252794,9.0,70.9102,10.199281,-6.2,0.88,0.0298,0.0104,0.0165,0.0374,0.026,0.8877,1,0.18,0.38,scaffold_context_seed,synthetic_context,scaffold_arc,0.18,0,0,scaffold_family,1,steady_hint,heater_wet_filament_step,scaffold/resistive_linear/electric_kettle__steady.csv,scaffold/resistive_linear,110108,110110,5.404855719647607,2.839620780421002,225.673,6.000338,28.79,0,1,1,0,0,0,0,0,0,4010,0,0,0,0.8377,0,1,26954.307,5,0.066047,442.841,0.05514,0,0,2,0,electric_kettle::steady,0.2206,1.1602,0,0,0,,,,0,none
1775805302200,110200,110200,110206,99.78340743276415,scaffold__resistive_linear__electric_kettle__trial_01,scaffold__resistive_linear__electric_kettle__trial_01__steady,scaffold__resistive_linear__electric_kettle__trial_01__steady__sess,1,steady,resistive_linear,0,electric_kettle,resistive_linear,electric_kettle,electric_kettle,0,0.079551,0.020825,8.5,6.0,1.354836,2.730155,-62.70602,0.33,38.410525,0.107474,9.0,65.2618,9.709134,-6.2,0.88,0.0148,0.0364,0.0258,0.016,0.027,0.8963,1,0.18,0.38,scaffold_context_seed,synthetic_context,scaffold_arc,0.18,0,0,scaffold_family,1,steady_hint,heater_wet_filament_step,scaffold/resistive_linear/electric_kettle__steady.csv,scaffold/resistive_linear,110208,110210,5.968012822772328,1.5895494168853892,229.965,5.653097,27.825,0,1,1,0,0,0,0,0,0,2788,0,0,0,0.8463,0,1,26942.181,5,0.220099,508.225,0.032039,0,0,0,0,electric_kettle::steady,0.194,1.1819,0,0,0,,,,0,none
1775805302300,110300,110300,110306,98.56183951723041,scaffold__resistive_linear__electric_kettle__trial_01,scaffold__resistive_linear__electric_kettle__trial_01__steady,scaffold__resistive_linear__electric_kettle__trial_01__steady__sess,1,steady,resistive_linear,0,electric_kettle,resistive_linear,electric_kettle,electric_kettle,0,0.083566,0.046187,8.5,6.0,1.360893,2.380842,-65.108669,0.33,36.849145,0.123259,9.0,64.7798,10.816331,-6.2,0.88,0.0292,0.0272,0.0337,0.0189,0.011,0.9001,1,0.18,0.38,scaffold_context_seed,synthetic_context,scaffold_arc,0.18,0,0,scaffold_family,1,steady_hint,heater_wet_filament_step,scaffold/resistive_linear/electric_kettle__steady.csv,scaffold/resistive_linear,110308,110310,5.578079832243203,1.9494003435773628,227.847,5.557901,28.243,0,1,1,0,0,0,0,0,0,2721,0,0,0,0.8501,0,1,26791.089,5,0.158156,473.785,0.018404,0,0,0,0,electric_kettle::steady,0.1962,1.1785,0,0,0,,,,0,none
1775805302400,110400,110400,110406,100.16286326279256,scaffold__resistive_linear__electric_kettle__trial_01,scaffold__resistive_linear__electric_kettle__trial_01__steady,scaffold__resistive_linear__electric_kettle__trial_01__steady__sess,1,steady,resistive_linear,0,electric_kettle,resistive_linear,electric_kettle,electric_kettle,0,0.095845,0.038712,8.5,6.0,1.504844,2.775358,-64.178036,0.33,36.621538,0.129223,9.0,66.8157,10.677515,-6.2,0.88,0.0239,0.0221,0.015,0.0473,0.0116,0.9352,1,0.18,0.38,scaffold_context_seed,synthetic_context,scaffold_arc,0.18,0,0,scaffold_family,1,steady_hint,heater_wet_filament_step,scaffold/resistive_linear/electric_kettle__steady.csv,scaffold/resistive_linear,110408,110410,5.699015007805586,-1.7126011484547063,229.518,5.613929,28.696,0,1,1,0,0,0,0,0,0,4029,0,0,0,0.8852,0,1,27112.774,5,0.119775,548.602,0.04312,0,0,0,0,electric_kettle::steady,0.2009,1.1776,0,0,0,,,,0,none
