epoch_ms,uptime_ms,session_id,source_file,load_type,feature_space_version,adc_fs_hz,v_rms,i_rms,temp_c,spectral_flux_midhf,residual_crest_factor,edge_spike_ratio,midband_residual_ratio,cycle_nmse,peak_fluct_cv,thd_i,hf_energy_delta,zcv,abs_irms_zscore_vs_baseline,feat_valid,current_valid,rf_train_row,label_arc,model_pred,sample_weight,fault_state,auto_capture,_source_file,source_kind,source_priority,trusted_normal_session,label_trust,arc_like_score,normal_like_score,clean_reason,clean_quality,transition_normal,_feature_sig,_conflict_sig,label_conflict,conflict_policy
1775350601400,1400,gen0_scaffold__scaffold_tv_normal_01,scaffold_tv_normal_01.csv,tv,4,34998.715156910286,230.703,0.4265,33.62,1.0554,6.21481,-31.058526,-33.97311,1.1154000000000002,3.1453,12.006279519648034,-0.5649,0.267581,0.734294,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.6482540426393955,0.6574974935635749,kept,trainable,1,1.0554|6.2148|-31.0585|-33.9731|1.1154|3.1453|12.0063|-0.5649|0.2676|0.7343,1.055|6.215|-31.059|-33.973|1.115|3.145|12.006|-0.565|0.268|0.734,0,none
1775350601450,1450,gen0_scaffold__scaffold_tv_normal_01,scaffold_tv_normal_01.csv,tv,4,35016.13038964875,229.488,0.4316,33.003,0.8928,5.739617,-30.428892,-35.06198,1.4969,1.8467,19.420700913545737,-0.26076,0.287501,0.471182,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.6583524198284336,0.6461674997063711,kept,trainable,1,0.8928|5.7396|-30.4289|-35.062|1.4969|1.8467|19.4207|-0.2608|0.2875|0.4712,0.893|5.74|-30.429|-35.062|1.497|1.847|19.421|-0.261|0.288|0.471,0,none
1775350601500,1500,gen0_scaffold__scaffold_tv_normal_01,scaffold_tv_normal_01.csv,tv,4,35023.68816155307,230.894,0.4085,33.331,0.9649,5.77942,-31.777037,-33.976597,1.4449,3.3205,8.386421766932868,-0.540869,0.286543,0.647054,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.6335217955901061,0.6662309700674673,kept,trainable,1,0.9649|5.7794|-31.777|-33.9766|1.4449|3.3205|8.3864|-0.5409|0.2865|0.6471,0.965|5.779|-31.777|-33.977|1.445|3.32|8.386|-0.541|0.287|0.647,0,none
1775350601550,1550,gen0_scaffold__scaffold_tv_normal_01,scaffold_tv_normal_01.csv,tv,4,35018.85728324534,230.112,0.4093,33.14,0.8872,5.09437,-30.136155,-34.559263,1.3863,3.5147,13.51403844250684,-0.492433,0.297344,0.217134,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.640126628822933,0.6613287067964482,kept,trainable,1,0.8872|5.0944|-30.1362|-34.5593|1.3863|3.5147|13.514|-0.4924|0.2973|0.2171,0.887|5.094|-30.136|-34.559|1.386|3.515|13.514|-0.492|0.297|0.217,0,none
1775350601600,1600,gen0_scaffold__scaffold_tv_normal_01,scaffold_tv_normal_01.csv,tv,4,35005.33234268432,231.31,0.4114,33.683,0.9952000000000001,4.928338,-31.615923,-39.408506,1.0095,2.9118999999999997,11.358104236299065,-1.472625,0.275144,1.074553,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.6410812420455272,0.677073379931773,kept,trainable,1,0.9952|4.9283|-31.6159|-39.4085|1.0095|2.9119|11.3581|-1.4726|0.2751|1.0746,0.995|4.928|-31.616|-39.409|1.01|2.912|11.358|-1.473|0.275|1.075,0,none
1775350601650,1650,gen0_scaffold__scaffold_tv_normal_01,scaffold_tv_normal_01.csv,tv,4,34969.018540128665,230.624,0.3877,33.871,0.7106,5.509034,-35.007725,-34.856248,1.0352999999999999,2.5846999999999998,11.056197804851324,-0.419368,0.273487,1.02815,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.6398685139959893,0.6602709879891533,kept,trainable,1,0.7106|5.509|-35.0077|-34.8562|1.0353|2.5847|11.0562|-0.4194|0.2735|1.0281,0.711|5.509|-35.008|-34.856|1.035|2.585|11.056|-0.419|0.273|1.028,0,none
1775350601700,1700,gen0_scaffold__scaffold_tv_normal_01,scaffold_tv_normal_01.csv,tv,4,35012.63675397917,230.691,0.405,34.196,0.45649999999999996,6.687835,-32.947092,-35.142556,1.2397,3.9723,14.939525365676682,-0.853238,0.263481,0.241913,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.6496207400565843,0.661455774498251,kept,trainable,1,0.4565|6.6878|-32.9471|-35.1426|1.2397|3.9723|14.9395|-0.8532|0.2635|0.2419,0.456|6.688|-32.947|-35.143|1.24|3.972|14.94|-0.853|0.263|0.242,0,none
1775350601750,1750,gen0_scaffold__scaffold_tv_normal_01,scaffold_tv_normal_01.csv,tv,4,34999.767491971535,231.327,0.4447,33.937,0.9954,4.895338,-28.757939,-35.999627,0.8179000000000001,2.6249000000000002,11.897153089197527,-1.366862,0.285119,0.521863,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.637880315929864,0.6772952374568177,kept,trainable,1,0.9954|4.8953|-28.7579|-35.9996|0.8179|2.6249|11.8972|-1.3669|0.2851|0.5219,0.995|4.895|-28.758|-36.0|0.818|2.625|11.897|-1.367|0.285|0.522,0,none
1775350601800,1800,gen0_scaffold__scaffold_tv_normal_01,scaffold_tv_normal_01.csv,tv,4,34996.56570529001,230.533,0.4096,34.169,0.8815,6.088817,-30.61282,-34.468384,1.1344,2.2731999999999997,11.242025084349274,-1.333355,0.309379,0.396504,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.6385545714630786,0.6763187490262248,kept,trainable,1,0.8815|6.0888|-30.6128|-34.4684|1.1344|2.2732|11.242|-1.3334|0.3094|0.3965,0.882|6.089|-30.613|-34.468|1.134|2.273|11.242|-1.333|0.309|0.397,0,none
1775350601850,1850,gen0_scaffold__scaffold_tv_normal_01,scaffold_tv_normal_01.csv,tv,4,34992.09817859932,231.005,0.4112,34.053,0.561,5.897523,-30.605369,-37.111773,1.171,3.7683,14.307801292035045,-0.324222,0.321534,0.496034,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.6421018521662579,0.6573005516569201,kept,trainable,1,0.561|5.8975|-30.6054|-37.1118|1.171|3.7683|14.3078|-0.3242|0.3215|0.496,0.561|5.898|-30.605|-37.112|1.171|3.768|14.308|-0.324|0.322|0.496,0,none
1775350601900,1900,gen0_scaffold__scaffold_tv_normal_01,scaffold_tv_normal_01.csv,tv,4,35036.31168836177,231.182,0.4377,33.991,1.0001,5.241046,-31.295561,-36.815847,1.3299,2.2203,9.167040498563427,-1.385376,0.238984,0.542434,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.6271525946902307,0.684254991292057,kept,trainable,1,1.0001|5.241|-31.2956|-36.8158|1.3299|2.2203|9.167|-1.3854|0.239|0.5424,1.0|5.241|-31.296|-36.816|1.33|2.22|9.167|-1.385|0.239|0.542,0,none
1775350601950,1950,gen0_scaffold__scaffold_tv_normal_01,scaffold_tv_normal_01.csv,tv,4,35028.13586961037,231.05,0.4323,34.338,1.187,6.21405,-32.804103,-37.565394,1.1836,3.3621,10.856467835092635,-2.087631,0.307481,0.301408,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.6411543374622356,0.687278160773414,kept,trainable,1,1.187|6.214|-32.8041|-37.5654|1.1836|3.3621|10.8565|-2.0876|0.3075|0.3014,1.187|6.214|-32.804|-37.565|1.184|3.362|10.856|-2.088|0.307|0.301,0,none
1775350602000,2000,gen0_scaffold__scaffold_tv_normal_01,scaffold_tv_normal_01.csv,tv,4,34975.14126563479,230.18,0.4615,33.885,0.9408,6.614907,-32.026427,-36.41148,1.3303,2.7062,12.309274310847455,-0.971357,0.246327,0.923437,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.6503247382812136,0.6629879455989809,kept,trainable,1,0.9408|6.6149|-32.0264|-36.4115|1.3303|2.7062|12.3093|-0.9714|0.2463|0.9234,0.941|6.615|-32.026|-36.411|1.33|2.706|12.309|-0.971|0.246|0.923,0,none
1775350602050,2050,gen0_scaffold__scaffold_tv_normal_01,scaffold_tv_normal_01.csv,tv,4,35000.49041644235,229.393,0.4441,35.124,0.9964999999999999,6.586919,-29.563629,-35.210744,1.1432,3.0120999999999998,13.577729429130454,-1.826569,0.317441,0.974612,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.658896632606957,0.6719269044503533,kept,trainable,1,0.9965|6.5869|-29.5636|-35.2107|1.1432|3.0121|13.5777|-1.8266|0.3174|0.9746,0.996|6.587|-29.564|-35.211|1.143|3.012|13.578|-1.827|0.317|0.975,0,none
1775350602100,2100,gen0_scaffold__scaffold_tv_normal_01,scaffold_tv_normal_01.csv,tv,4,35037.246585965055,231.368,0.4665,34.236,1.0183,5.990676,-30.512094,-36.401764,1.5346,2.3309,10.278943999614732,-0.884667,0.28171,0.499239,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.636423805935576,0.670161690319943,kept,trainable,1,1.0183|5.9907|-30.5121|-36.4018|1.5346|2.3309|10.2789|-0.8847|0.2817|0.4992,1.018|5.991|-30.512|-36.402|1.535|2.331|10.279|-0.885|0.282|0.499,0,none
1775350602150,2150,gen0_scaffold__scaffold_tv_normal_01,scaffold_tv_normal_01.csv,tv,4,35013.94227651813,230.033,0.4564,34.404,0.9683,5.387284,-31.63543,-33.693041,1.5589,3.0113000000000003,12.99696801026953,-1.882115,0.25929,0.124884,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.6379947007963667,0.685811868839586,kept,trainable,1,0.9683|5.3873|-31.6354|-33.693|1.5589|3.0113|12.997|-1.8821|0.2593|0.1249,0.968|5.387|-31.635|-33.693|1.559|3.011|12.997|-1.882|0.259|0.125,0,none
1775350602200,2200,gen0_scaffold__scaffold_tv_normal_01,scaffold_tv_normal_01.csv,tv,4,35003.79394980622,230.35,0.4839,34.694,1.2845,6.886068,-31.151902,-36.575726,0.9807,2.5621,10.581454041343836,-1.163814,0.29567,1.099052,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.658721541100198,0.6609895445178773,kept,trainable,1,1.2845|6.8861|-31.1519|-36.5757|0.9807|2.5621|10.5815|-1.1638|0.2957|1.0991,1.284|6.886|-31.152|-36.576|0.981|2.562|10.581|-1.164|0.296|1.099,0,none
1775350602350,2350,gen0_scaffold__scaffold_tv_normal_01,scaffold_tv_normal_01.csv,tv,4,35006.6469557413,231.482,0.494,34.425,1.2671,6.770566,-31.904181,-36.846076,1.2768,2.8309,12.588022195493826,-1.875285,0.300312,0.865342,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.661007814019476,0.6714299053079249,kept,trainable,1,1.2671|6.7706|-31.9042|-36.8461|1.2768|2.8309|12.588|-1.8753|0.3003|0.8653,1.267|6.771|-31.904|-36.846|1.277|2.831|12.588|-1.875|0.3|0.865,0,none
1775351200200,200,gen0_scaffold__scaffold_heater_normal_01,scaffold_heater_normal_01.csv,heater,4,34984.69582707113,227.225,8.3366,51.913,0.5675,5.953578,-31.689186,-39.870411,0.6257999999999999,1.284,6.532635099374519,-2.635988,0.134884,0.600901,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.601820809164247,0.7208042316515002,kept,trainable,1,0.5675|5.9536|-31.6892|-39.8704|0.6258|1.284|6.5326|-2.636|0.1349|0.6009,0.568|5.954|-31.689|-39.87|0.626|1.284|6.533|-2.636|0.135|0.601,0,none
1775351200750,750,gen0_scaffold__scaffold_heater_normal_01,scaffold_heater_normal_01.csv,heater,4,35033.886070027635,226.407,9.0223,53.433,0.5051,5.769548,-33.557729,-40.649293,0.7456,1.25,6.8990509141745,-2.650967,0.132541,1.379426,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.6100955607660797,0.7159235356583638,kept,trainable,1,0.5051|5.7695|-33.5577|-40.6493|0.7456|1.25|6.8991|-2.651|0.1325|1.3794,0.505|5.77|-33.558|-40.649|0.746|1.25|6.899|-2.651|0.133|1.379,0,none
1775351200900,900,gen0_scaffold__scaffold_heater_normal_01,scaffold_heater_normal_01.csv,heater,4,34975.44241049057,227.496,8.974,53.626,0.7901999999999999,4.402391,-34.167108,-39.097029,0.8,0.9447000000000001,6.713800777014124,-1.039767,0.129705,0.826581,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.6040565087395176,0.692814414581499,kept,trainable,1,0.7902|4.4024|-34.1671|-39.097|0.8|0.9447|6.7138|-1.0398|0.1297|0.8266,0.79|4.402|-34.167|-39.097|0.8|0.945|6.714|-1.04|0.13|0.827,0,none
1775351201100,1100,gen0_scaffold__scaffold_heater_normal_01,scaffold_heater_normal_01.csv,heater,4,35045.17991609095,225.983,8.3329,53.132,0.5234,4.714812,-37.390588,-36.38833,1.0813,1.0864,6.466436244108813,-2.219663,0.152621,0.225593,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.604872924065144,0.711973170412944,kept,trainable,1,0.5234|4.7148|-37.3906|-36.3883|1.0813|1.0864|6.4664|-2.2197|0.1526|0.2256,0.523|4.715|-37.391|-36.388|1.081|1.086|6.466|-2.22|0.153|0.226,0,none
1775351502050,2050,gen0_scaffold__scaffold_heater_arc_01,scaffold_heater_arc_01.csv,heater,4,35013.83472457686,226.225,9.4622,58.733,0.6913,3.486025,-34.428393,-40.521277,0.874,1.1004,7.004770324239513,-3.476147,0.171078,0.890477,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.6095414172999606,0.7300201046073578,kept,trainable,1,0.6913|3.486|-34.4284|-40.5213|0.874|1.1004|7.0048|-3.4761|0.1711|0.8905,0.691|3.486|-34.428|-40.521|0.874|1.1|7.005|-3.476|0.171|0.89,0,none
1775351502100,2100,gen0_scaffold__scaffold_heater_arc_01,scaffold_heater_arc_01.csv,heater,4,35026.92120361644,226.044,8.8109,58.507,0.6952,5.742373,-31.645246,-40.449309,0.8002,1.2854,5.527717629283795,-2.912533,0.140827,0.497728,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.6003732387477352,0.726310808643071,kept,trainable,1,0.6952|5.7424|-31.6452|-40.4493|0.8002|1.2854|5.5277|-2.9125|0.1408|0.4977,0.695|5.742|-31.645|-40.449|0.8|1.285|5.528|-2.913|0.141|0.498,0,none
1775351800000,0,gen0_scaffold__scaffold_charger_normal_01,scaffold_charger_normal_01.csv,charger,4,34979.027683149354,231.033,0.1994,29.148,1.1534,5.620319,-28.021491,-33.764564,1.7531,5.8244,28.425073739804084,0.035501,0.407215,1.158567,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.6951787826860771,0.6189891547346322,kept,trainable,1,1.1534|5.6203|-28.0215|-33.7646|1.7531|5.8244|28.4251|0.0355|0.4072|1.1586,1.153|5.62|-28.021|-33.765|1.753|5.824|28.425|0.036|0.407|1.159,0,none
1775351800300,300,gen0_scaffold__scaffold_charger_normal_01,scaffold_charger_normal_01.csv,charger,4,35013.172448091645,231.272,0.2318,29.995,0.976,5.909013,-28.513817,-33.287649,1.6795999999999998,3.8551,20.796784902046646,-0.210523,0.395661,0.455177,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.6947225542135285,0.622780733054279,kept,trainable,1,0.976|5.909|-28.5138|-33.2876|1.6796|3.8551|20.7968|-0.2105|0.3957|0.4552,0.976|5.909|-28.514|-33.288|1.68|3.855|20.797|-0.211|0.396|0.455,0,none
1775351800450,450,gen0_scaffold__scaffold_charger_normal_01,scaffold_charger_normal_01.csv,charger,4,35023.945990777705,231.465,0.2522,29.692,1.2455,4.849267,-28.053185,-34.476295,1.3681,5.7901,23.77719666952811,-0.032274,0.417486,0.409649,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.6939224752374364,0.6203059653527894,kept,trainable,1,1.2455|4.8493|-28.0532|-34.4763|1.3681|5.7901|23.7772|-0.0323|0.4175|0.4096,1.246|4.849|-28.053|-34.476|1.368|5.79|23.777|-0.032|0.417|0.41,0,none
1775352100300,300,gen0_scaffold__scaffold_charger_arc_01,scaffold_charger_arc_01.csv,charger,4,35003.733547776494,230.359,0.3312,30.162,1.3819,5.230644,-28.676603,-34.814855,1.5063,5.5943,19.24191314593769,-0.131494,0.31023,1.289584,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.6923247780786986,0.6229502042578734,kept,trainable,1,1.3819|5.2306|-28.6766|-34.8149|1.5063|5.5943|19.2419|-0.1315|0.3102|1.2896,1.382|5.231|-28.677|-34.815|1.506|5.594|19.242|-0.131|0.31|1.29,0,none
1775352100450,450,gen0_scaffold__scaffold_charger_arc_01,scaffold_charger_arc_01.csv,charger,4,34984.675418218234,231.305,0.3554,30.658,1.4082000000000001,6.117763,-29.690294,-33.761721,1.4946,3.8753,18.559308891616674,0.319765,0.388893,0.929562,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.6943262654040353,0.6195177154494982,kept,trainable,1,1.4082|6.1178|-29.6903|-33.7617|1.4946|3.8753|18.5593|0.3198|0.3889|0.9296,1.408|6.118|-29.69|-33.762|1.495|3.875|18.559|0.32|0.389|0.93,0,none
1775352100550,550,gen0_scaffold__scaffold_charger_arc_01,scaffold_charger_arc_01.csv,charger,4,34981.29759838446,230.476,0.3617,31.477,1.4108,5.959751,-27.6807,-33.03767,1.8779000000000001,3.9908,22.821763473741523,0.074584,0.409746,0.312161,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.6965264715024657,0.6164481855625656,kept,trainable,1,1.4108|5.9598|-27.6807|-33.0377|1.8779|3.9908|22.8218|0.0746|0.4097|0.3122,1.411|5.96|-27.681|-33.038|1.878|3.991|22.822|0.075|0.41|0.312,0,none
1775352102100,2100,gen0_scaffold__scaffold_charger_arc_01,scaffold_charger_arc_01.csv,charger,4,35020.92886215828,230.065,0.2654,33.662,1.4489999999999998,4.963734,-30.095992,-35.385471,1.1713,4.879,20.173588134789316,0.020143,0.388201,0.760014,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.6872713887252011,0.6238917389903753,kept,trainable,1,1.449|4.9637|-30.096|-35.3855|1.1713|4.879|20.1736|0.0201|0.3882|0.76,1.449|4.964|-30.096|-35.385|1.171|4.879|20.174|0.02|0.388|0.76,0,none
1775352102200,2200,gen0_scaffold__scaffold_charger_arc_01,scaffold_charger_arc_01.csv,charger,4,34977.73127841119,230.867,0.2862,34.392,1.1314,4.202685,-29.849663,-34.095501,1.5315,5.3679,19.257856666966756,-0.575889,0.390409,0.603708,1,1,1,0,0,1.9,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.6868856802026717,0.6337290282743435,kept,trainable,1,1.1314|4.2027|-29.8497|-34.0955|1.5315|5.3679|19.2579|-0.5759|0.3904|0.6037,1.131|4.203|-29.85|-34.096|1.532|5.368|19.258|-0.576|0.39|0.604,0,none
1775350000000,0,gen0_scaffold__scaffold_drill_normal_01,scaffold_drill_normal_01.csv,drill,4,34952.16799388356,229.798,4.5841,39.227,1.9157,6.490241,-27.93146,-32.564468,1.9157,6.4213000000000005,17.62163088638439,-1.828632,0.585809,1.23306,1,1,1,0,0,0.33249999999999996,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.6892110238985977,0.6528002885767348,kept,trainable,0,1.9157|6.4902|-27.9315|-32.5645|1.9157|6.4213|17.6216|-1.8286|0.5858|1.2331,1.916|6.49|-27.931|-32.564|1.916|6.421|17.622|-1.829|0.586|1.233,0,none
1775350000050,50,gen0_scaffold__scaffold_drill_normal_01,scaffold_drill_normal_01.csv,drill,4,35009.39245045864,228.507,4.5467,38.726,1.6731,6.401179,-26.778155,-35.071788,1.4916,6.3191,15.362199473725246,-1.45273,0.455967,0.809987,1,1,1,0,0,0.33249999999999996,0,0,gen0_scaffold.csv,scaffold,1,0,0.95,0.681383590050194,0.6452283870739106,kept,trainable,0,1.6731|6.4012|-26.7782|-35.0718|1.4916|6.3191|15.3622|-1.4527|0.456|0.81,1.673|6.401|-26.778|-35.072|1.492|6.319|15.362|-1.453|0.456|0.81,0,none
